Truth,Pred
a,a
n,n
d,d
 , 
I,|
 , 
c,c
o,o
u,u
l,l
d,d
 , 
n,n
o,o
t,t
 , 
h,h
a,a
v,v
e,e
 , 
f,f
o,o
r,r
g,g
o,o
t,t
t,t
e,e
n,n
 , 
m,m
y,y
 , 
r,r
e,e
v,v
e,e
r,r
e,e
d,d
 , 
f,f
a,a
t,t
h,h
e,e
r,r
’,'
s,s
 , 
i,I
n,n
t,t
e,e
n,n
t,t
i,i
o,o
n,n
s,s
.,.
 , 
Y,Y
o,o
u,u
 , 
w,w
i,i
l,l
l,l
 , 
h,h
a,a
r,r
d,a
l,l
y,y
 , 
b,b
l,l
a,a
m,m
e,e
 , 
m,m
e,e
 , 
f,f
o,o
r,r
 , 
r,r
e,e
f,f
u,u
s,s
i,i
n,n
g,g
 , 
t,t
o,o
 , 
c,c
o,o
m,m
p,p
l,l
y,y
 , 
w,w
i,i
t,t
h,h
n,n
o,o
v,v
á,á
č,č
k,k
a,a
 , 
z,z
p,p
ů,ů
s,s
o,o
b,b
i,i
l,l
 , 
s,s
k,k
o,o
r,r
o,o
 , 
p,p
o,o
k,k
a,a
ž,ž
d,d
é,é
 , 
j,j
i,i
s,s
t,t
ý,y
 , 
d,d
o,o
j,j
e,e
m,m
<INS>, 
",",+
 , 
z,z
v,v
l,l
á,á
š,š
t,t
ě,ě
 , 
b,b
y,y
l,l
-,-
l,l
i,i
 , 
ú,ú
p,p
l,l
n,n
ě,ě
<INS>,)
 , 
n,n
e,e
z,z
n,n
á,a
m,m
ý,y
.,<DEL>
 , 
P,P
r,r
o,o
h,h
l,i
í,f
ž,z
e,a
l,l
i,i
 , 
s,s
i,i
 , 
h,h
o,o
",",","
 , 
s,s
n,n
a,a
ž,ž
i,i
l,h
i,<DEL>
 , 
s,s
e,e
 , 
z,z
v,v
ě,ě
d,d
ě,ě
t,t
i,<DEL>
",",","
 , 
c,C
o,o
 ,<DEL>
j,<DEL>
e,e
 , 
z,z
a,a
č,č
",",","
 , 
p,p
r,r
o,o
č,č
",",y
 ,<DEL>
j,j
a,a
k,k
",",","
 , 
a,a
 , 
o,o
d,d
k,k
u,u
d,d
 , 
s,s
e,e
m,m
 , 
p,p
ř,ř
i,i
c,c
h,h
á,á
z,z
í,í
.,.
 , 
Z,Z
v,v
l,l
á,á
š,š
t,t
ě,ě
 , 
j,j
e,e
 , 
z,z
a,a
j,j
í,i
m,m
a,a
l,l
i,i
 , 
v,v
 , 
t,t
o,o
m,m
 , 
p,p
ř,ř
í,i
p,p
a,a
d,d
ě,ě
 , 
d,d
e,e
p,p
o,o
r,r
t,t
o,o
v,v
a,a
n,n
í,i
;,;
 , 
t,t
i,i
 , 
v,v
ž,ž
d,d
y,y
c,c
k,k
y,y
 , 
u,u
m,m
ě,ě
l,l
i,<DEL>
 , 
n,n
ě,ě
c,c
o,o
c,c
o,o
m,m
p,p
l,l
e,e
t,t
e,e
l,l
y,y
 , 
t,t
a,a
k,k
e,e
n,n
 , 
i,i
n,n
.,.
 , 
 , 
h,h
a,a
d,d
 , 
f,f
u,u
l,l
l,l
y,y
 , 
p,p
r,r
o,o
p,p
o,o
s,s
e,e
d,d
 , 
b,b
 , 
e,e
n,n
g,g
a,a
g,g
e,e
d,d
 , 
b,b
y,y
 , 
W,W
i,i
c,c
k,k
h,h
a,a
m,m
 , 
t,t
h,h
o,o
s,s
e,e
 , 
v,v
e,e
r,r
y,y
 , 
d,d
a,a
n,n
c,c
e,e
s,s
;,;
 , 
a,a
n,n
 , 
h,h
a,a
v,v
e,e
 , 
M,M
r,r
.,.
 , 
C,C
o,o
l,l
l,l
i,i
n,n
s,s
 , 
i,i
n,n
s,s
t,t
 , 
-,-
-,-
h,h
e,e
r,r
 , 
l,l
i,i
v,v
e,e
l,l
i,i
n,n
e,e
s,s
s,s
 , 
h,h
a,a
d,d
 , 
b,b
 , 
n,n
e,e
v,v
e,e
r,r
 , 
w,w
o,o
r,r
s,s
e,e
 , 
t,t
i,i
m,m
e,e
d,d
.,.
 , 
T,T
n,n
e,e
b,b
o,o
 , 
č,č
t,t
y,y
ř,ř
i,i
 , 
t,t
i,i
s,s
í,i
c,c
e,e
 , 
r,r
a,a
n,n
.,.
 , 
D,D
o,o
v,v
t,t
í,i
p,p
i,i
l,l
 , 
s,s
e,e
 , 
t,t
e,e
d,d
y,y
",",.
 , 
ž,ž
e,e
 , 
h,h
o,o
 , 
n,n
a,a
 , 
p,p
o,o
h,h
o,o
d,d
l,l
n,n
é,é
 , 
m,m
í,i
s,s
t,t
o,o
 , 
a,a
s,s
i,i
 , 
n,n
e,e
p,p
o,o
s,s
ý,ý
l,l
a,a
j,j
í,í
.,.
 , 
S,S
u,u
š,š
i,i
l,l
o,o
v,v
 , 
v,v
š,š
a,a
k,k
 , 
o,o
d,d
s,s
o,o
u,u
z,z
e,e
n,n
",",","
 , 
a,a
b,b
y,y
 , 
s,s
e,e
 , 
s,s
t,t
a,a
l,l
 , 
z,z
 , 
p,p
ř,ř
i,i
n,n
u,u
c,c
e,e
n,n
í,í
 , 
o,o
s,s
a,a
d,d
n,n
í,í
k,k
e,e
m,m
;,;
 , 
č,č
e,e
h,h
o,o
 , 
s,s
i,í
 , 
m,m
ů,ů
ž,ž
e,e
 , 
j,j
e,e
š,š
t,t
ě,ě
 , 
p,p
ř,ř
á,á
t,t
i,i
?,?
 , 
„,„
N,N
e,e
c,c
h,h
t,t
ě,ě
l,l
 , 
b,b
y,y
s,s
 , 
s,s
e,e
 , 
s,s
m,m
ě,ě
n,n
i,i
t,t
i,i
 , 
s,s
e,e
 , 
m,m
n,n
o,o
u,u
?,?
"""",""""
 , 
n,n
a,a
v,v
r,r
h,h
u,u
j,j
e,e
 , 
m,m
u,u
 , 
M,M
i,i
c,c
h,h
a,a
j,j
l,l
o,o
v,v
.,.
 , 
S,S
u,u
š,š
i,i
l,l
o,o
v,v
 , 
j,j
e,e
m,m
o,o
r,r
e,e
 , 
a,a
w,w
f,f
u,u
l,l
 , 
o,o
b,b
j,j
e,e
c,c
t,t
 , 
t,t
h,h
a,a
n,n
 , 
D,D
a,a
r,r
c,c
y,y
 , 
o,o
n,n
 , 
p,p
a,a
r,r
t,t
i,i
c,c
u,u
l,l
a,a
r,r
 , 
o,o
c,c
c,c
a,a
s,s
i,i
o,o
n,n
s,s
",",","
 , 
a,a
n,n
d,d
 , 
i,i
n,n
 , 
p,p
a,a
r,r
t,t
i,i
c,c
u,u
l,l
a,a
r,r
 , 
p,p
l,l
a,a
c,c
e,e
s,s
;,;
 , 
a,a
t,t
 , 
h,h
i,i
s,s
 , 
o,o
w,w
n,n
 , 
h,h
o,o
u,u
s,s
e,e
 , 
e,e
s,s
p,p
e,e
c,c
i,i
a,a
l,l
l,l
y,y
",",","
 , 
a,a
n,n
d,d
 , 
o,o
f,f
 , 
a,a
 , 
S,S
u,u
n,n
d,d
a,a
y,y
 , 
e,e
v,v
e,e
n,r
i,i
<INS>,i
n,n
g,g
",",","
 , 
w,w
h,h
e,e
n,n
 , 
h,h
e,e
 , 
h,h
a,a
s,s
 , 
n,n
o,o
t,t
h,h
i,i
n,n
g,g
 , 
t,t
o,o
 , 
d,d
o,o
.,.
”,”
<INS>, 
 , 
M,M
r,r
.,.
 , 
D,D
a,a
r,r
c,c
y,y
 , 
s,s
m,m
i,i
l,l
e,e
d,d
;,;
 , 
b,b
u,u
t,t
 , 
E,E
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
 , 
t,t
h,h
o,o
u,u
g,g
h,h
t,t
 , 
s,s
h,h
e,e
l,d
e,e
t,t
t,t
e,e
r,r
 , 
a,a
r,r
r,r
i,i
v,v
e,e
d,d
 , 
f,f
r,r
o,o
 , 
G,G
a,a
r,r
d,d
i,i
n,n
e,e
r,r
",",","
 , 
w,w
h,h
i,i
c,c
h,h
 , 
a,a
t,t
 , 
d,d
e,e
l,l
a,a
y,y
e,e
d,d
 , 
i,i
t,t
s,s
 , 
c,c
o,o
m,m
m,m
e,e
n,n
 , 
a,a
n,n
d,d
 , 
c,c
u,u
r,r
t,t
a,a
i,i
l,l
e,e
d,d
 , 
i,i
t,t
s,s
 , 
 , 
M,M
r,r
.,.
 , 
G,G
a,a
r,r
d,d
i,i
n,n
e,e
r,r
 , 
w,w
o,o
u,u
l,l
d,d
 , 
p,p
r,r
e,e
v,v
e,e
n,n
t,t
e,e
d,d
 , 
b,b
y,y
 , 
b,b
u,u
s,s
i,i
n,n
 , 
f,f
r,r
o,o
m,m
 ,.
s,s
e,e
t,t
t,t
i,i
n,n
g,g
 , 
o,o
u,u
t,t
 , 
t,t
 , 
f,f
o,o
r,r
t,t
n,n
i,i
g,g
h,h
t,t
 , 
l,l
a,a
t,t
e,e
r,r
 , 
i,i
n,n
 , 
a,a
n,n
d,d
 , 
m,m
u,u
s,s
t,t
 , 
b,b
e,e
 , 
i,i
n,n
 , 
L,L
o,o
n,n
t,t
h,h
r,r
e,e
w,w
 , 
b,b
a,a
c,c
k,k
 , 
t,t
h,h
e,e
 , 
p,p
r,r
a,a
i,i
s,s
e,e
 , 
o,o
n,n
 , 
h,h
e,e
r,r
 , 
s,s
i,i
s,s
t,t
e,e
r,r
’,'
s,s
 , 
w,w
a,a
r,r
m,m
 , 
a,a
f,f
f,f
e,e
c,c
t,t
i,i
o,o
n,n
.,.
 , 
“,“
N,N
a,a
y,y
",",","
”,”
 , 
s,s
a,a
i,i
d,d
 , 
E,E
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
",",","
 , 
“,‘
t,t
h,h
i,i
s,s
 , 
i,i
s,s
 , 
n,n
o,o
t,t
 , 
<INS>, 
f,f
a,a
i,i
r,r
.,.
 , 
Y,Y
o,o
u,u
 , 
w,w
i,i
s,s
h,h
 , 
t,t
o,o
 , 
t,t
h,h
i,i
n,n
k,k
 , 
<INS>, 
a,a
l,l
l,l
 , 
t,t
h,h
e,e
 , 
w,w
o,o
r,r
l,l
d,d
 , 
<INS>, 
r,r
e,e
s,s
p,p
e,e
c,c
t,t
a,a
b,b
l,l
e,e
",",","
 , 
a,a
n,n
d,d
 , 
a,a
r,r
e,e
 , 
h,h
u,u
r,r
t,t
 , 
i,i
f,f
 ,!
I,<DEL>
 , 
s,s
p,p
e,e
a,a
k,k
 , 
i,i
l,l
l,l
 ,-
o,o
f,f
 , 
<INS>, 
a,a
n,n
y,y
b,b
o,o
d,d
y,y
.,.
 , 
I,|
 , 
o,o
n,n
l,l
y,y
 , 
w,w
a,a
n,n
t,t
 , 
t,t
o,o
 , 
t,t
h,h
i,i
n,n
k,k
 , 
y,y
o,o
u,u
 , 
p,p
e,e
r,r
f,f
e,e
c,c
t,t
",",","
 , 
a,a
n,n
d,d
l,l
a,a
r,r
g,g
e,e
 , 
p,p
a,a
r,r
t,t
y,y
 , 
f,f
o,o
r,r
 , 
t,t
h,h
e,e
 , 
b,b
a,a
l,l
l,l
;,;
 , 
a,a
n,n
d,d
 , 
a,a
 , 
r,r
e,e
p,p
o,o
r,r
t,t
 , 
s,s
o,o
o,o
n,n
 , 
f,f
o,o
l,l
l,l
o,o
w,w
e,e
d,d
 , 
t,t
h,h
a,a
t,t
 , 
M,M
r,r
.,.
 , 
B,B
i,i
n,n
g,g
l,l
e,e
y,y
 , 
w,w
a,a
s,s
 , 
t,t
o,o
 , 
b,b
r,r
i,i
n,n
g,g
 , 
t,t
w,w
e,e
l,l
v,v
e,e
 , 
<INS>, 
l,l
a,a
d,d
i,i
e,e
s,s
 , 
a,a
n,n
d,d
 , 
s,s
e,e
v,v
e,e
n,n
 , 
g,g
e,e
n,n
t,t
l,l
e,e
m,m
e,e
n,n
 , 
w,w
i,i
t,t
h,h
 , 
h,h
i,i
m,m
 , 
t,t
o,o
 , 
t,t
h,h
e,e
 , 
a,a
s,s
s,s
e,e
m,m
b,b
l,l
y,y
.,.
 , 
T,T
h,h
e,e
 , 
g,g
i,i
r,r
l,l
s,s
 , 
g,g
r,r
i,i
e,e
v,v
e,e
d,d
 , 
o,o
v,v
e,e
r,r
 , 
s,s
u,u
c,c
h,h
 , 
a,a
 , 
n,n
u,u
m,m
b,b
e,e
r,r
 , 
o,o
f,f
 , 
l,l
a,a
d,d
i,i
e,e
s,s
;,;
 , 
b,b
u,u
t,t
 , 
w,w
e,e
r,r
e,e
 , 
c,c
o,o
m,m
f,f
o,o
r,r
t,t
e,e
d,d
 , 
t,t
h,h
e,e
 , 
d,d
a,a
y,y
a,a
l,l
l,l
 , 
a,a
t,t
t,t
e,e
n,n
t,t
i,i
o,o
n,n
 , 
t,t
o,o
 , 
e,e
v,v
e,e
r,r
y,y
b,b
o,o
d,d
y,y
.,.
 , 
B,B
y,y
 , 
n,n
a,a
 , 
i,i
n,n
o,o
f,f
f,f
e,e
n,n
s,s
i,i
v,v
e,e
",",","
 , 
f,f
r,r
i,i
e,e
n,n
 , 
a,a
n,n
d,d
 , 
o,o
b,b
l,l
i,i
g,g
i,i
n,n
g,g
",",","
 , 
h,h
i,i
s,s
 , 
p,p
r,r
e,e
s,s
e,e
n,n
t,t
a,a
t,t
i,i
o,o
n,n
 , 
a,a
t,t
 , 
S,S
 , 
J,J
a,a
m,m
e,e
s,s
’,'
s,s
 , 
h,h
a,a
d,d
 , 
m,m
a,a
d,d
 , 
c,c
o,o
u,u
r,r
t,t
e,e
o,o
u,u
s,s
.,.
 , 
L,L
a,a
d,d
y,y
 , 
L,L
y,y
o,o
u,u
 , 
k,k
n,n
o,o
w,w
",",","
 , 
t,t
h,h
a,a
t,t
 , 
I,I
 , 
h,h
a,a
d,d
 , 
n,n
o,o
t,t
 , 
i,i
m,m
a,a
g,g
i,i
n,n
e,e
d,d
 , 
s,s
u,u
c,c
h,h
 , 
i,i
n,n
q,q
u,u
i,i
r,r
i,i
e,e
s,s
 , 
t,t
o,o
 , 
b,b
e,e
 , 
n,n
e,e
c,c
e,e
s,s
s,s
a,a
r,r
y,y
 , 
o,o
n,n
 , 
y,y
o,o
u,u
r,r
 , 
s,s
i,i
d,d
e,e
.,.
 , 
I,I
f,f
 , 
y,y
o,o
u,u
 , 
d,d
o,o
 , 
n,n
o,o
t,t
 , 
c,c
h,h
o,o
o,o
s,s
e,e
 , 
t,t
o,o
 , 
u,u
n,n
d,d
e,e
r,r
s,s
t,t
a,a
n,n
d,d
 , 
m,m
 , 
f,f
o,o
r,r
g,g
i,i
v,v
e,e
 , 
m,m
y,y
 , 
i,i
m,m
p,p
e,e
r,r
t,t
i,i
n,n
e,e
n,n
c,c
e,e
 , 
Y,Y
o,o
u,u
r,r
 , 
u,u
n,n
c,c
l,l
e,e
 , 
i,i
s,s
 , 
a,a
s,s
 , 
m,m
u,u
c,c
h,h
 , 
s,s
u,u
r,r
p,p
r,r
i,i
s,s
e,e
d,d
 , 
a,a
s,s
 , 
I,|
 , 
a,a
m,m
;,;
 , 
a,a
n,n
d,d
 , 
n,n
o,o
t,t
h,h
i,i
n,n
g,g
 , 
b,b
u,u
t,t
 , 
t,t
h,h
e,e
 , 
b,b
e,e
l,l
i,i
e,e
f,f
 , 
o,o
f,f
o,o
f,f
 , 
t,t
h,h
o,o
s,s
e,e
 , 
r,r
e,e
g,g
r,r
e,e
t,t
s,s
 , 
w,w
h,h
i,i
c,c
h,h
 , 
m,m
u,u
s,s
t,t
 , 
h,h
a,a
v,v
e,e
 , 
b,b
e,e
e,e
n,n
 , 
i,i
n,n
j,j
u,u
r,r
i,i
o,o
u,u
s,s
 , 
t,t
o,o
 , 
h,h
e,e
r,r
 , 
o,o
w,w
n,n
 , 
h,h
e,e
a,a
l,l
t,t
h,h
 , 
a,a
n,n
d,d
 , 
t,t
h,h
e,e
i,i
r,r
 , 
t,t
r,r
a,a
n,n
q,q
u,u
i,i
l,l
l,l
i,i
t,t
y,y
.,.
 , 
<INS>, 
“,“
W,W
e,e
l,l
l,l
",",","
 , 
L,L
i,i
z,z
z,z
y,y
",",","
”,”
 , 
s,s
a,a
i,i
d,d
 , 
M,M
r,r
s,s
.,.
 , 
B,B
e,e
n,n
n,n
e,e
t,t
",",","
 , 
o,o
n,n
e,e
 , 
d,d
a,a
y,y
",",","
 , 
“,""""
w,w
h,h
a,a
t,t
 , 
i,i
s,s
 , 
y,y
o,o
u,u
r,r
 , 
o,o
p,p
i,i
n,n
i,i
o,o
n,n
 , 
n,n
o,o
w,w
 , 
o,o
f,f
 , 
t,t
h,h
i,i
s,s
 , 
s,s
a,a
d,d
 , 
b,b
u,u
s,s
i,i
n,n
e,e
s,s
s,s
 , 
o,o
f,f
 , 
J,J
a,a
n,n
e,e
’,'
s,s
?,?
 , 
F,F
o,o
r,r
 , 
m,m
y,y
 , 
p,p
a,a
r,r
t,t
",",","
 , 
I,I
 , 
a,a
m,m
 , 
d,d
e,e
t,t
e,e
r,r
m,m
i,i
n,n
e,e
d,d
 , 
n,n
e,e
v,v
e,e
r,r
 , 
t,t
o,o
 , 
s,s
p,p
e,e
a,a
k,k
u,u
ž,ž
 ,i
j,j
e,e
 , 
v,v
 , 
T,T
o,o
b,b
o,o
l,l
s,s
k,k
u,u
.,","
 , 
K,K
a,a
ž,ž
d,d
ý,ý
 , 
d,d
e,e
n,n
 , 
p,p
ř,ř
i,i
c,c
h,h
á,á
z,z
e,e
l,l
y,y
 , 
n,n
o,o
v,v
é,é
 , 
z,z
p,p
r,r
á,á
v,v
y,y
 , 
d,d
o,o
 , 
k,k
á,á
z,z
n,m
i,<DEL>
c,c
e,e
.,.
 , 
P,P
ř,ř
i,i
c,c
h,h
á,á
z,z
e,e
l,l
y,y
 , 
p,p
o,o
v,v
ě,ě
s,s
t,t
i,i
 , 
t,t
é,ě
ž,ž
 , 
z,z
e,e
 , 
m,m
ě,ě
s,s
t,t
a,a
;,:
 , 
b,b
y,y
l,l
o,o
 , 
s,s
l,l
y,y
š,š
e,e
t,<DEL>
i,<DEL>
",",<DEL>
 , 
ž,<DEL>
e,<DEL>
 ,<DEL>
v,v
š,š
i,i
c,c
h,h
n,n
i,i
 , 
m,m
a,a
j,j
í,i
 , 
s,s
t,t
r,r
a,a
c,c
h,h
",",","
 , 
v,v
š,š
i,i
c,c
h,h
n,n
i,i
 , 
s,s
e,e
 , 
č,č
i,i
n,n
í,í
",",","
 , 
a,a
b,b
y,y
 , 
s,s
v,v
é,é
 , 
z,z
b,b
o,o
ž,ž
í,i
 , 
u,u
k,k
á,á
z,z
a,a
l,l
i,i
 , 
l,l
í,i
c,c
n,n
í,i
 , 
s,s
t,t
r,r
a,a
n,n
o,o
u,u
.,.
 , 
M,M
l,l
u,u
v,v
i,i
l,l
o,o
 , 
s,s
e,e
",",","
 , 
ž,ž
e,e
 , 
v,v
r,r
c,c
h,h
n,n
í,i
 , 
v,v
e,e
l,l
i,i
t,t
e,e
l,l
 , 
c,c
h,h
y,y
s,s
t,t
á,á
“,“
T,T
h,h
e,e
r,r
e,e
 , 
i,i
s,s
 , 
n,n
o,o
t,t
h,h
i,i
n,n
g,g
 , 
t,t
h,h
e,e
 , 
m,m
a,a
t,t
t,t
e,e
r,r
 , 
w,w
i,i
t,t
h,h
 , 
m,m
e,e
.,.
 , 
I,|
 , 
a,a
m,m
 , 
q,q
u,u
i,i
t,t
e,e
 , 
w,w
e,e
l,l
l,l
",",","
 , 
I,|
 , 
a,a
m,m
 , 
o,o
n,n
l,l
y,y
 , 
d,d
i,i
s,s
t,t
r,r
e,e
s,s
s,s
e,e
d,d
 , 
b,b
y,y
 , 
s,s
o,o
m,m
e,e
 , 
d,d
r,r
e,e
a,a
d,d
f,f
u,u
l,l
 , 
n,n
e,e
w,w
s,s
 , 
w,w
h,h
i,i
c,c
h,h
 , 
I,|
 , 
h,h
a,a
v,v
e,e
 , 
j,j
u,u
s,s
t,t
 , 
r,r
e,e
c,c
e,e
i,i
v,v
e,e
d,d
 , 
f,f
r,r
o,o
 , 
L,L
o,o
n,n
g,g
b,b
o,o
u,u
r,r
n,n
.,","
”,""""
 , 
S,S
h,h
e,e
 , 
b,b
u,u
r,r
s,s
 , 
i,i
n,n
t,t
o,o
 , 
t,t
e,e
a,a
r,r
s,s
 , 
a,a
s,s
 , 
s,s
h,h
e,e
 , 
a,a
l,l
l,l
u,u
d,d
ů,ů
s,s
t,t
o,o
j,j
n,n
i,i
c,c
k,k
é,é
 , 
u,u
n,n
i,i
f,f
o,o
r,r
m,m
ě,ě
 , 
 , 
š,Š
ň,ň
ů,ů
r,r
a,s
m,m
i,i
!,l
 , 
D,D
o,o
 , 
s,s
p,p
o,o
r,r
u,u
 , 
s,s
e,e
 , 
<INS>, 
m,m
u,u
s,s
i,i
l,l
i,i
 , 
v,v
l,l
o,o
ž,Z
i,i
t,t
i,i
 , 
o,o
s,s
t,t
a,a
t,t
n,n
 , 
h,h
e,e
r,r
c,c
i,i
 , 
a,a
 , 
t,t
i,i
 , 
v,v
ě,ě
t,t
š,š
i,i
n,n
o,o
u,u
 , 
h,h
 , 
r,r
o,o
z,z
h,h
o,o
d,d
l,l
i,i
",",","
 , 
a,a
b,b
y,y
 , 
s,s
e,e
 , 
ú,ú
l,l
o,o
h,h
 , 
s,s
v,v
ě,ě
ř,ř
i,i
l,l
a,a
 , 
N,H
e,e
c,c
v,v
ě,ě
t,t
a,a
j,j
e,e
v,v
u,u
",",","
 , 
 , 
s,s
n,n
a,a
d,d
 , 
p,p
r,r
o,o
t,t
o,o
",",","
 , 
ž,ž
e,e
 , 
b,b
y,y
 , 
b,b
y,y
l,l
 , 
s,s
t,t
a,a
t,t
n,n
ě,ě
j,j
š,š
í,í
 , 
a,a
 , 
h,h
e,e
z,z
č,č
í,í
 , 
n,n
e,e
ž,ž
 , 
d,d
r,r
u,u
h,h
ý,ý
 , 
a,a
 , 
t,t
a,a
k,k
o,o
v,v
ý,ý
m,m
 , 
z,z
p,p
ů,ů
s,s
o,o
 , 
b,b
y,y
 , 
s,s
e,e
 , 
s,s
p,p
í,í
š,š
e,e
 , 
p,p
o,o
d,d
o,o
b,b
a,a
l,l
 , 
k,k
p,p
o,o
l,l
o,o
v,v
i,i
n,n
y,y
 , 
v,v
z,z
d,d
á,á
l,l
e,e
n,n
o,o
s,s
t,t
i,í
 , 
k,k
 , 
r,r
a,a
t,t
i,i
b,b
o,o
ř,ř
s,s
k,k
é,é
m,m
u,u
 , 
m,m
o,o
s,s
t,t
u,u
",",","
 , 
n,n
a,a
j,j
e,e
l,l
 , 
v,V
l,l
a,a
k,k
 , 
n,n
a,a
 , 
p,p
o,o
d,d
m,m
i,i
n,n
o,o
v,v
a,a
n,n
ý,y
 , 
ú,ú
s,s
e,e
k,k
.,.
 , 
O,O
z,z
v,v
a,a
l,l
o,o
 , 
s,s
e,e
 , 
n,n
ě,ě
k,k
o,o
l,l
i,i
k,k
 , 
p,p
r,r
u,u
d,d
k,k
ý,ý
c,c
h,h
 , 
v,v
ý,ý
b,b
u,u
c,c
h,h
ů,ů
.,.
 , 
C,G
o,o
 , 
m,m
y,y
s,s
l,l
í,i
t,t
e,e
?,?
 , 
P,P
ř,ř
e,e
v,v
r,r
á,á
t,t
i,i
l,<DEL>
 , 
s,s
e,e
?,?
 , 
z,z
e,e
p,p
t,t
a,a
l,l
 , 
s,s
e,e
 , 
J,J
e,e
n,n
d,d
a,a
 , 
v,v
 , 
b,b
ě,ě
h,h
u,u
.,.
 , 
S,S
l,l
á,á
v,v
e,e
k,k
 , 
s,s
e,e
 , 
r,r
y,y
c,c
h,h
l,l
e,e
 , 
o,o
h,h
l,l
é,é
d,d
l,i
.,.
 , 
V,V
y,y
š,š
i,i
n,n
u,u
l,l
 , 
s,s
e,e
",",","
 , 
a,a
l,l
e,e
 , 
s,s
t,t
o,o
j,j
í,i
.,.
 , 
<INS>, 
Š,Š
k,k
o,o
d,d
a,a
",",","
 , 
z,z
a,a
l,l
i,i
t,t
o,o
v,v
a,a
l,l
<INS>,","
 , 
Z,Z
d,d
e,e
n,n
ě,ě
k,k
.,.
p,p
r,r
á,á
c,c
e,e
 , 
b,b
y,y
l,l
a,a
 , 
o,c
p,p
r,r
a,a
 , 
h,h
o,o
d,d
n,n
o,o
t,t
n,n
á,á
.,.
 , 
G,G
e,é
s,s
t,t
a,a
 , 
v,v
y,y
s,s
í,í
l,l
a,a
l,l
o,o
 , 
t,t
a,a
m,m
",",","
 , 
<INS>,v
k,k
 , 
n,n
e,e
t,t
r,r
o,o
u,u
f,f
a,a
l,l
o,o
",",","
<INS>,""""
 , 
p,p
r,r
o,o
 , 
b,b
á,á
l,l
o,o
 , 
p,p
ř,ř
e,o
d,d
č,č
a,a
s,s
n,n
é,é
h,h
 , 
p,p
r,r
o,o
z,z
r,r
a,a
z,z
e,e
n,n
í,i
., 
 ,c
K,K
l,l
i,i
<INS>,'
 , 
l,d
o,o
u,u
d,d
i,i
<INS>, 
l,i
 , 
d,d
o,o
 , 
č,Č
e,e
s,s
k,k
ý,ý
“,“
W,w
h,h
y,y
 , 
s,s
h,h
o,o
u,u
l,l
d,d
 , 
y,y
o,o
u,u
 , 
b,b
e,e
 , 
s,s
u,u
r,r
p,p
r,r
i,i
s,s
e,e
d,d
",",","
 , 
m,m
y,y
 , 
d,d
e,e
a,a
r,r
 , 
E,E
 , 
D,D
o,o
 , 
y,y
o,o
u,u
 , 
t,t
h,h
i,i
n,n
k,k
 , 
i,i
t,t
 , 
i,i
n,n
c,c
r,r
e,e
d,d
i,i
b,b
l,l
e,e
 , 
t,t
h,h
a,a
t,t
 , 
M,M
r,r
.,.
 , 
C,C
o,o
l,l
l,l
i,i
n,n
s,s
 , 
s,s
h,h
o,o
u,u
l,l
d,d
 , 
b,b
e,e
 , 
a,a
b,b
 , 
p,p
r,r
o,o
c,c
u,u
r,r
e,e
 , 
a,a
n,n
y,y
 , 
w,w
o,o
m,m
a,a
n,n
’,’
s,s
 , 
 ,<DEL>
o,o
p,p
i,i
n,n
i,i
o,o
n,n
",",","
 , 
b,b
e,e
c,c
a,a
u,u
s,s
e,e
 , 
h,h
e,e
 , 
 ,ň
n,<DEL>
o,o
t,t
 , 
s,s
o,o
<INS>,","
 , 
h,h
a,a
p,p
p,p
y,y
 , 
a,a
s,š
 ,.
t,t
o,o
 , 
s,s
u,u
c,c
c,c
e,e
e,e
d,d
 , 
w,w
i,i
t,t
h,h
 , 
y,y
o,o
u,u
?,?
”,”
 , 
B,E
 , 
E,E
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
 , 
h,h
a,a
d,d
 , 
n,n
o,o
w,w
n,n
e,e
r,r
v,v
e,e
s,s
.,.
”,*
 ,<DEL>
“,“
Y,Y
o,o
u,u
 , 
m,m
i,i
s,s
t,t
a,a
k,k
e,e
 , 
m,m
e,e
",",","
 , 
m,m
y,y
 , 
d,d
e,e
a,a
r,r
.,.
 , 
I,[
 ,<DEL>
h,h
a,a
v,v
e,e
 , 
a,a
 ,<DEL>
h,h
i,i
g,s
h,h
 , 
r,r
e,e
s,s
p,p
e,e
c,c
t,t
 , 
f,f
o,o
r,r
 , 
y,y
o,o
u,u
r,r
 , 
n,n
e,e
r,r
v,v
e,e
s,s
.,.
 , 
T,T
h,h
e,e
y,y
 , 
a,a
r,r
e,e
 , 
m,m
y,y
 , 
o,o
l,l
d,d
 , 
f,f
r,r
i,i
e,e
n,n
d,d
s,s
.,.
 , 
I,T
 ,<DEL>
h,h
a,a
v,v
e,e
 , 
h,h
e,e
a,a
r,r
d,d
 , 
y,y
o,o
u,u
 , 
m,m
e,e
n,n
t,t
i,i
o,o
n,n
 , 
t,t
h,h
e,e
m,m
 , 
w,w
i,i
t,t
h,h
 , 
c,c
o,o
n,n
s,s
i,i
d,d
e,e
r,r
a,a
t,t
i,i
o,o
n,n
 , 
t,t
h,h
e,e
s,s
e,e
