Truth,Pred
 , 
M,M
o,o
s,s
k,k
a,a
l,l
e,e
n,n
k,k
o,o
.,.
 , 
j,j
e,e
n,n
 , 
t,t
l,l
u,u
m,m
e,e
n,n
ě,ě
!,!
 , 
d,d
á,á
v,v
a,a
l,l
 , 
s,s
v,v
o,o
l,l
e,e
n,n
í,í
 , 
m,m
a,a
j,j
o,o
r,r
.,.
 , 
J,J
a,a
k,k
é,é
 , 
t,t
o,o
a,<DEL>
 ,<DEL>
z,z
b,b
u,u
r,r
c,c
o,o
v,r
a,a
t,t
!,l
 , 
A,A
 , 
s,s
t,t
a,a
r,r
é,é
 , 
p,p
a,a
l,l
c,c
á,á
t,t
y,y
 , 
b,b
y,y
 , 
z,z
l,l
e,e
 , 
ř,ř
á,á
d,d
i,i
l,l
y,y
 , 
m,m
<INS>,l
e,e
z,z
i,i
 , 
č,č
e,e
s,s
k,k
ý,ý
m,u
i,i
 , 
l,l
i,i
d,d
m,u
i,i
.,<DEL>
.,<DEL>
.,<DEL>
 , 
S,S
l,l
á,á
v,v
e,e
k,k
 , 
ú,ú
p,p
l,l
n,n
ě,ě
 , 
z,z
a,a
p,p
o,o
m,m
n,n
ě,ě
l,l
",",","
 , 
ž,ž
e,e
 , 
j,j
e,e
 , 
v,T
e,e
 , 
š,š
k,k
o,o
l,l
e,e
.,<DEL>
 , 
Z,Z
e,e
 , 
z,z
a,a
m,m
y,y
š,š
l,l
e,e
n,n
í,í
 , 
h,<DEL>
o,<DEL>
 ,<DEL>
v,<DEL>
y,<DEL>
t,<DEL>
r,<DEL>
h,<DEL>
l,<DEL>
 ,<DEL>
P,P
a,a
v,v
e,e
l,l
 , 
K,K
o,o
v,v
á,á
ř,ř
",",","
 , 
S,S
l,l
á,á
v,v
k,k
ů,ů
v,r
 , 
s,s
o,o
u,u
s,s
e,e
d,d
:,:
 , 
S,S
l,l
á,á
v,v
k,k
u,u
",",","
 , 
k,k
t,t
e,e
r,r
o,o
u,u
 , 
b,b
á,á
s,s
e,e
ň,ň
 , 
t,t
y,y
 , 
p,p
ř,ř
e,e
d,d
n,n
e,e
s,s
e,e
š,š
?,?
 , 
B,B
á,á
s,s
e,e
ň,ň
?,?
 , 
o,o
p,p
a,a
k,k
o,o
v,v
a,a
l,l
 , 
p,p
o,o
 , 
P,P
a,a
v,v
l,l
o,o
v,v
i,i
.,<DEL>
 , 
A,A
c,c
h,h
<INS>, 
<INS>,I
<INS>,y
<INS>,t
<INS>,h
<INS>,l
<INS>, 
",",_
u,u
p,p
ř,ř
e,e
n,n
ě,ě
 , 
a,a
 , 
n,n
e,e
n,n
a,a
s,s
y,y
t,t
n,n
ě,ě
 , 
p,p
o,o
h,h
l,l
í,í
ž,ž
e,e
j,j
e,e
",",;
 , 
j,j
a,a
k,k
 , 
s,s
e,e
 , 
t,t
r,r
á,á
v,v
 , 
z,z
e,e
l,l
e,e
n,n
á,á
 , 
n,n
a,a
 , 
n,n
a,a
š,š
e,e
m,m
 , 
p,p
e,e
v,v
n,n
o,o
s,s
t,t
n,n
í,í
m,m
 , 
v,v
a,a
l,l
e,e
",",","
 , 
j,j
a,a
k,k
 ,<DEL>
 , 
n,n
e,e
u,u
s,s
t,t
á,á
l,l
e,e
 , 
t,t
m,m
a,a
v,v
ě,ě
j,j
i,i
 , 
a,a
 , 
t,t
m,m
a,a
v,v
ě,ě
j,j
i,i
 , 
m,m
o,o
d,d
r,r
á,á
 , 
d,d
a,a
l,l
e,e
k,k
é,é
 , 
n,n
e,e
b,b
e,e
.,.
 , 
N,N
e,e
p,p
o,o
k,k
o,o
j,j
 , 
a,a
 , 
t,t
e,e
s,s
k,k
n,n
i,l
e,e
c,c
e,e
",",<DEL>
 , 
t,c
h,h
a,a
t,r
 , 
s,s
u,u
c,c
h,h
 , 
a,<DEL>
 ,<DEL>
s,s
t,t
r,r
i,i
k,k
i,i
n,n
g,g
 , 
c,c
i,i
v,v
i,i
l,l
i,i
t,t
y,y
 , 
a,4
s,s
 , 
M,M
i,i
 , 
D,D
a,a
r,r
c,c
y,y
’,<DEL>
s,<DEL>
",",<DEL>
 , 
i,I
n,n
 , 
c,c
o,o
m,n
i,i
n,n
g,g
 , 
t,c
o,<DEL>
 ,<DEL>
t,<DEL>
h,h
e,e
m,m
 , 
o,e
n,n
 , 
t,c
h,h
e,e
 , 
v,v
e,e
r,r
y,y
 , 
d,<DEL>
a,<DEL>
y,<DEL>
 ,<DEL>
o,<DEL>
f,<DEL>
 ,<DEL>
h,h
e,e
r,r
 , 
a,a
r,r
r,r
i,i
v,v
a,a
l,l
 , 
a,a
t,1
 , 
P,P
e,e
m,m
b,b
e,e
r,r
l,l
e,e
 , 
-,<DEL>
-,<DEL>
f,f
o,c
r,r
 , 
s,s
h,h
e,e
 , 
h,h
a,a
d,d
 , 
r,r
e,e
a,a
c,c
h,h
e,e
d,d
 , 
i,<DEL>
 ,<DEL>
o,o
n,n
l,l
y,y
 , 
t,t
o,o
 , 
a,a
 ,r
l,<DEL>
a,<DEL>
t,<DEL>
e,e
 , 
b,b
r,r
e,e
a,a
k,k
f,f
a,a
s,s
 , 
-,-
-,-
o,o
u,u
g,g
h,h
t,t
 , 
t,p
o,<DEL>
 ,<DEL>
b,<DEL>
e,e
 , 
i,i
m,m
i,i
t,t
a,a
t,t
e,e
d,d
",",<DEL>
 , 
t,c
h,h
o,o
u,u
g,g
h,h
 , 
i,i
t,1
 , 
c,c
o,o
u,u
l,l
d,d
 , 
n,n
o,c
t,r
 , 
b,p
e,e
 , 
e,e
q,q
u,u
a,a
l,l
l,l
e,e
d,d
",",","
 , 
b,P
y,Y
 , 
s,c
o,<DEL>
m,m
e,e
<INS>, 
<INS>,d
<INS>,a
<INS>,x
t,t
o,o
 , 
J,J
a,a
n,n
e,e
",",<DEL>
 , 
w,w
h,h
i,i
l,l
e,e
 , 
M,M
r,r
s,s
.,_
 , 
C,C
o,o
l,l
l,l
i,i
n,n
s,s
 , 
a,a
n,n
d,d
 , 
M,M
a,a
r,r
i,i
a,a
 , 
w,w
 , 
g,<DEL>
o,o
n,n
e,<DEL>
 , 
o,<DEL>
n,<DEL>
 ,<DEL>
b,b
u,u
s,s
i,i
n,n
e,e
s,s
s,s
 , 
i,i
n,n
 , 
v,v
i,i
l,l
l,l
a,a
g,g
e,e
",",;
 , 
w,w
h,h
e,e
n,n
 , 
s,s
h,h
e,e
 , 
w,w
 , 
s,s
t,t
a,a
r,r
t,t
l,l
e,e
d,d
 , 
b,b
y,y
 , 
a,a
 , 
r,r
i,i
n,n
g,g
 , 
a,a
t,t
 , 
t,t
 , 
d,d
o,o
o,o
r,r
",",;
 , 
t,t
h,h
e,e
 , 
c,c
e,e
r,r
t,t
a,a
i,i
n,n
 , 
s,s
i,i
g,g
 , 
o,o
f,f
 , 
a,a
 , 
v,v
i,i
s,s
i,i
t,t
o,o
r,r
.,.
 , 
A,A
s,s
 , 
s,s
h,h
e,e
 , 
h,h
<INS>, 
<INS>,g
<INS>,o
<INS>,n
<INS>,e
n,n
á,á
s,s
",",","
 , 
a,a
b,b
y,y
c,c
h,h
o,o
m,m
 , 
d,d
o,o
k,k
á,á
z,z
a,a
l,l
i,i
 , 
p,p
ř,ř
e,e
d,d
 , 
c,c
e,e
l,l
ý,ý
m,m
 , 
s,s
v,v
ě,ě
t,t
e,e
m,m
",",","
 , 
ž,ž
e,e
 , 
j,j
s,s
m,m
e,e
 , 
p,p
ř,ř
i,i
p,p
r,r
a,a
v,v
e,e
n,n
i,i
 , 
a,a
 , 
o,o
d,d
h,h
o,o
d,d
l,l
á,á
n,n
i,i
 , 
p,p
ř,ř
i,i
s,s
p,p
ě,ě
t,t
i,i
 , 
v,v
š,š
e,e
m,m
i,i
 , 
s,s
i,i
l,l
a,a
m,m
i,i
 , 
a,a
 , 
p,p
r,r
o,o
s,s
t,t
ř,ř
e,e
d,d
k,k
y,y
 , 
k,k
 , 
p,p
o,o
r,r
á,á
ž,ž
c,c
e,e
 , 
n,n
e,e
j,j
v,v
ě,ě
t,t
š,š
í,í
h,h
o,o
 , 
n,n
e,e
p,p
ř,ř
í,í
t,t
e,e
l,l
e,e
 , 
l,l
i,i
d,d
s,s
t,t
v,v
a,a
 , 
a,a
 , 
k,k
u,u
l,l
t,t
u,u
r,r
y,y
.,.
 , 
N,N
á,á
r,r
o,o
d,d
e,e
 , 
č,č
e,e
s,s
k,k
o,o
s,s
l,l
o,o
v,v
e,e
n,n
s,s
k,k
ý,ý
!,!
 , 
V,V
z,z
p,p
o,o
m,m
e,e
ň,ň
p,p
ř,ř
i,i
v,v
á,á
d,d
ě,ě
l,l
i,i
 , 
č,č
a,a
s,s
t,t
o,o
",",","
 , 
n,n
ě,ě
k,k
t,t
e,e
r,r
é,é
 , 
i,<DEL>
 ,<DEL>
p,p
ř,ř
i,i
n,n
á,á
š,š
e,e
l,l
i,i
<INS>, 
",",","
 , 
b,b
y,y
l,l
i,i
-,-
l,l
i,i
 , 
p,p
ř,ř
í,í
l,l
i,i
š,š
 , 
t,t
ě,ě
ž,ž
c,c
e,e
 , 
p,p
o,o
t,t
r,r
e,e
s,s
t,t
á,á
n,n
i,i
",",;
 , 
a,<DEL>
 ,<DEL>
p,p
o,o
k,k
a,a
ž,ž
d,d
é,é
 , 
t,t
o,o
 , 
p,p
ů,ů
s,s
o,o
b,b
i,i
l,l
o,o
 , 
v,v
e,e
l,l
i,i
k,k
o,o
u,u
 , 
z,z
á,á
b,b
a,a
v,v
u,u
 , 
n,n
e,e
m,m
o,o
c,c
n,n
ý,ý
m,m
.,<DEL>
 , 
V,V
í,í
t,t
a,a
l,l
i,i
 , 
u,u
 , 
n,n
á,á
s,s
 , 
t,t
a,a
k,k
o,o
v,v
é,é
h,h
o,o
 , 
č,č
l,l
o,o
v,v
ě,ě
k,k
a,a
 , 
o,o
b,b
y,y
č,č
e,e
j,j
n,n
ě,ě
 , 
s,<DEL>
 ,<DEL>
n,n
á,á
p,p
a,a
d,d
n,n
ě,ě
 , 
p,p
ř,ř
í,í
s,s
n,n
ý,ý
m,m
 , 
v,v
ý,ý
r,r
a,a
z,z
e,e
m,m
 , 
o,o
b,b
l,l
i,i
č,č
e,e
j,j
e,e
 , 
a,a
 , 
s,$
 , 
j,j
a,a
k,k
o,o
u,u
s,s
i,i
 , 
s,s
k,k
o,o
r,r
o,o
 , 
t,t
r,r
o,o
c,c
h,h
u,u
 , 
p,p
ř,ř
e,e
p,p
j,j
a,a
t,t
o,o
u,u
k,k
á,á
z,z
n,n
i,i
c,c
i,i
 , 
G,G
a,a
v,v
r,r
i,i
l,l
k,k
a,a
<INS>, 
",",","
 , 
z,z
 , 
p,p
o,o
d,d
v,v
o,o
d,d
n,n
í,í
k,k
 , 
a,a
 , 
t,t
u,u
l,l
á,á
k,k
",",","
 , 
v,v
e,e
s,s
e,e
l,l
ý,ý
 , 
č,č
i,i
p,p
e,e
r,r
n,n
ý,ý
 , 
h,h
o,o
c,c
 , 
b,b
r,r
a,a
l,l
 , 
c,c
e,e
l,l
ý,ý
 , 
t,t
e,e
n,n
 , 
z,z
l,l
o,o
č,č
i,i
n,n
 , 
s,s
e,e
b,b
e,e
.,_
 , 
N,N
e,e
s,s
l,l
ý,ý
c,c
h,h
a,a
l,l
 , 
j,j
s,s
 , 
o,o
s,s
t,t
a,a
t,t
n,n
ě,ě
",",","
 , 
z,z
d,d
a,a
l,l
i,i
 , 
s,s
e,e
 , 
k,k
 ,<DEL>
 , 
p,p
ř,ř
i,i
z,z
n,n
a,a
l,l
 , 
s,s
á,á
m,m
",",","
 , 
a,a
l,l
e,e
 , 
c,c
e,e
v,v
e,e
r,r
y,y
 , 
p,p
r,r
o,o
p,p
e,e
r,r
 , 
a,a
n,n
d,d
 , 
c,c
i,i
v,v
i,i
l,l
",",<DEL>
 , 
I,","
 , 
a,a
m,m
 , 
s,s
u,u
r,r
e,e
",",<DEL>
”,<DEL>
 , 
s,s
a,a
i,i
d,d
 , 
M,M
r,r
s,s
.,<DEL>
 , 
B,B
e,e
n,n
n,n
e,e
t,t
",",","
 , 
“,""""
a,a
n,n
d,d
 , 
I,<DEL>
 ,<DEL>
d,d
a,a
r,r
e,e
 , 
s,s
a,a
y,y
 , 
s,s
h,h
e,e
 , 
i,i
s,s
 , 
a,<DEL>
 ,<DEL>
v,v
e,e
r,r
y,y
 , 
a,a
g,g
r,r
e,e
e,e
a,a
b,b
l,l
e,e
 , 
w,w
o,o
m,m
a,a
n,n
.,<DEL>
 , 
I,I
t,t
 , 
i,i
s,s
 , 
a,a
 , 
p,p
i,i
t,t
y,y
 , 
t,t
h,h
a,a
t,t
 , 
g,g
r,r
e,e
a,a
t,t
 , 
l,l
a,a
d,d
i,i
e,e
s,s
 , 
i,i
n,n
 , 
g,g
e,e
n,n
e,e
r,r
a,a
l,l
 , 
a,a
r,r
e,e
 , 
n,n
o,o
t,t
 , 
m,m
o,o
r,r
e,e
 , 
l,l
i,i
k,k
e,e
 , 
h,h
e,e
r,:
.,<DEL>
 , 
D,D
o,o
e,e
s,s
 , 
s,s
h,h
e,e
 , 
l,l
i,i
v,v
e,e
 , 
n,n
e,e
a,a
r,r
 , 
y,y
o,o
u,u
",",","
 , 
s,<DEL>
i,<DEL>
r,<DEL>
?,<DEL>
”,<DEL>
 ,<DEL>
“,<DEL>
T,T
h,h
e,e
 , 
g,g
a,a
r,r
d,d
e,e
n,n
 , 
i,i
n,n
 , 
w,w
h,h
i,i
c,c
h,h
 , 
s,s
t,t
a,a
n,n
d,d
s,s
 , 
m,m
y,y
 , 
h,h
u,u
m,m
b,b
l,l
e,e
<INS>, 
<INS>,s
<INS>,i
<INS>,r
<INS>,?
m,m
é,é
h,h
o,o
?,?
 , 
P,P
r,r
o,o
 , 
v,v
a,a
š,š
e,e
h,h
o,o
.,.
 , 
 ,<DEL>
s,s
e,e
 , 
z,Z
a,a
r,r
a,a
z,z
i,i
l,l
.,.
 , 
C,C
h,h
l,l
a,a
p,p
c,c
 , 
m,m
ě,ě
j,j
t,t
e,e
 , 
r,r
o,o
z,z
u,u
m,m
<INS>, 
!,.
 , 
V,V
ž,ž
d,d
y,y
ť,ť
 , 
m,m
á,á
m,m
 , 
p,p
o,o
z,z
í,í
t,t
ř,ř
í,í
 , 
o,o
d,d
v,v
á,á
d,d
ě,ě
 , 
k,k
o,o
n,n
t,t
i,i
n,n
g,g
e,e
n,n
t,t
.,.
 , 
P,P
r,r
á,á
v,v
ě,ě
 , 
 ,<DEL>
ř,ř
e,e
k,k
l,l
 , 
k,k
l,l
i,i
d,d
n,n
ě,ě
 , 
S,S
l,l
á,á
v,v
e,e
k,k
 , 
h,h
o,o
 , 
v,v
e,e
z,z
m,m
e,e
m,m
e,e
 , 
a,<DEL>
 ,<DEL>
u,u
š,š
e,e
t,t
ř,ř
 , 
c,c
e,e
s,s
t,t
u,u
<INS>, 
.,.
 , 
V,V
ž,ž
d,d
y,y
ť,ť
 , 
m,m
ě,ě
 , 
z,z
a,a
 , 
z,z
a,a
v,v
ř,ř
o,o
u,u
",",","
 , 
l,l
e,e
k,k
a,a
l,l
 , 
s,s
e,e
f,f
a,a
c,c
e,e
 , 
a,a
n,n
y,y
 , 
l,l
i,i
k,k
e,e
n,n
e,e
s,s
s,s
 , 
b,b
e,e
t,t
w,w
e,e
e,e
 , 
t,t
h,h
e,e
 , 
l,l
a,a
d,d
i,i
e,e
s,s
., 
 , 
M,M
i,i
s,s
s,s
 , 
d,d
e,e
 , 
B,B
o,o
u,u
r,r
g,g
h,h
 , 
w,w
a,a
s,s
 , 
p,p
a,a
l,l
e,e
 , 
a,a
n,n
d,d
 , 
s,s
i,i
c,c
k,k
l,l
y,y
:,:
 , 
h,h
e,e
r,r
 , 
f,f
e,e
a,a
t,t
u,u
r,r
e,e
s,s
",",<DEL>
 , 
t,t
h,h
o,o
u,u
g,g
h,h
 , 
n,n
o,o
t,t
 , 
p,p
l,l
a,a
i,i
n,n
",",;
 , 
w,w
e,e
r,r
e,e
 , 
i,i
n,n
s,s
i,i
g,g
n,n
i,i
f,f
i,i
c,c
a,a
n,n
t,t
;,;
 , 
a,a
n,n
d,d
 , 
s,s
h,h
e,e
 , 
s,s
p,p
o,o
k,k
e,e
 , 
v,v
e,e
r,r
y,y
 , 
l,l
i,i
t,t
t,t
l,l
e,e
",",;
 , 
e,e
x,x
c,c
e,e
p,p
t,t
 , 
i,i
n,n
 , 
a,a
 , 
l,l
o,o
w,w
 , 
v,v
o,o
i,i
c,c
e,e
",",;
 , 
t,t
o,o
 , 
M,M
r,r
s,s
.,<DEL>
 , 
J,J
e,e
n,n
k,k
i,i
n,n
s,s
o,o
n,n
",",;
 , 
i,i
n,n
 , 
w,w
h,h
o,o
s,s
e,e
z,z
p,p
o,o
č,č
á,á
t,t
k,k
u,u
 , 
o,o
b,b
d,d
i,i
v,v
o,o
v,v
a,a
l,l
.,.
 ,<DEL>
B,B
y,y
l,l
a,a
 , 
t,<DEL>
o,<DEL>
 ,<DEL>
v,v
ů,ů
b,b
e,e
c,c
 , 
d,d
o,o
b,b
a,a
 , 
m,m
ý,ý
c,c
h,h
 , 
p,p
r,r
v,v
n,n
í,í
c,c
h,h
 , 
s,s
t,t
y,y
k,k
ů,ů
 , 
s,<DEL>
 ,<DEL>
p,p
r,r
o,o
s,s
t,t
ý,ý
m,m
 , 
l,l
i,i
d,d
e,e
m,m
.,.
 , 
S,S
á,á
m,m
 , 
j,j
s,s
e,e
m,m
 , 
s,s
e,e
 , 
s,s
t,t
a,a
l,l
 , 
n,n
a,a
j,j
e,e
d,d
n,n
o,o
u,u
 , 
t,t
a,a
k,k
ý,ý
m,m
ž,ž
 , 
p,p
r,r
o,o
s,s
t,t
ý,ý
m,m
 , 
č,č
l,l
o,o
v,v
ě,ě
k,k
e,e
m,m
",",","
 , 
t,t
a,a
k,k
ý,ý
m,m
ž,ž
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
e,e
m,m
",",;
 , 
j,j
a,a
k,k
o,o
 , 
o,o
n,n
i,i
.,.
 , 
J,J
e,e
j,j
i,i
c,c
h,h
 , 
z,z
v,v
y,y
k,k
y,y
",",;
 , 
p,p
o,o
n,n
ě,ě
t,t
í,í
<INS>, 
",",","
 , 
m,m
í,í
n,n
ě,ě
n,n
í,í
",",","
 , 
o,o
b,b
y,y
č,č
e,e
j,j
e,e
 , 
s,s
t,t
a,a
l,l
y,y
 , 
s,s
e,e
 , 
j,j
a,a
k,k
s,s
i,i
 , 
t,t
é,é
ž,ž
 , 
m,m
ý,ý
m,m
i,i
<INS>, 
",",","
 , 
a,a
s,s
p,p
o,o
ň,ň
 , 
d,d
l,l
e,e
o,o
<INS>,r
v,-
š,š
e,e
<INS>,n
m,l
 , 
b,b
o,o
l,l
e,e
s,s
t,t
n,u
o,o
.,-
 , 
Z,Z
a,a
k,k
u,u
s,s
i,i
l,l
 , 
j,J
s,s
e,e
m,m
 , 
t,t
o,o
",",<DEL>
 , 
a,a
l,l
e,e
 , 
a,a
č,č
k,k
o,o
l,l
i,i
 , 
t,t
o,o
 , 
b,b
o,o
l,l
e,e
l,l
o,o
 , 
a,<DEL>
 ,<DEL>
b,b
y,y
l,l
o,o
 , 
m,n
r,<DEL>
z,z
u,u
t,t
é,é
",",<DEL>
 , 
p,p
ř,t
e,e
c,c
e,e
 , 
n,n
e,e
 , 
v,<DEL>
 ,<DEL>
t,t
a,a
k,k
o,o
v,r
é,é
m,n
 , 
s,s
t,t
u,u
p,p
n,n
i,i
",",;
 , 
a,a
b,b
y,y
 , 
s,s
e,e
 , 
č,č
l,l
o,o
v,v
ě,ě
k,k
 , 
n,n
e,e
m,m
o,o
h,h
l,l
 , 
z,z
d,d
r,r
ž,ž
e,e
t,t
i,i
 , 
o,o
d,d
 , 
s,s
t,t
e,e
n,n
á,á
n,n
í,í
.,<DEL>
 , 
B,B
ý,ý
v,v
a,a
l,l
o,o
 , 
n,n
ě,ě
k,k
d,d
y,y
 , 
a,a
ž,ž
 , 
s,s
m,m
ě,é
s,s
n,n
o,o
 , 
d,d
í,í
v,v
a,a
t,t
i,i
 , 
s,s
e,e
 , 
n,n
a,a
 , 
n,n
ě,ě
k,k
t,t
e,e
r,r
é,é
h,h
o,o
 , 
o,o
t,t
e,e
v,r
ř,i
h,h
u,u
b,b
u,u
 , 
a,<DEL>
 ,<DEL>
s,s
i,i
l,l
á,á
k,k
a,a
",",","
 , 
j,j
a,a
k,k
 , 
s,s
e,e
 , 
k,k
r,r
č,č
í,í
 ,<DEL>
a,<DEL>
p,p
a,a
n,n
e,e
g,g
y,y
r,r
i,i
c,c
",",;
 , 
o,o
f,f
 , 
c,c
o,o
m,m
p,p
l,l
i,i
m,m
e,e
n,n
t,t
 , 
t,t
o,o
 , 
y,y
o,o
u,u
r,r
s,s
e,e
l,l
f,f
;,;
 , 
a,a
n,n
d,d
 , 
y,y
e,e
t,t
 , 
w,w
h,h
a,a
t,t
 , 
i,i
s,s
 , 
t,t
h,h
e,e
r,r
e,e
 , 
s,s
o,0
 , 
v,v
e,e
r,r
y,y
 , 
l,l
a,a
u,u
d,d
a,a
b,b
l,l
e,e
 , 
i,i
n,n
 , 
a,a
 , 
p,p
r,r
e,e
c,c
i,i
p,p
i,i
t,t
a,a
n,n
c,c
e,e
 , 
w,w
h,h
i,i
c,c
h,h
 , 
m,m
u,u
s,s
t,t
 , 
l,l
e,e
a,a
v,v
e,e
 , 
v,v
e,e
r,r
y,y
 , 
n,n
e,e
c,c
e,e
s,s
s,s
a,a
r,r
y,y
 , 
b,b
u,u
s,s
i,i
n,n
e,e
s,s
s,s
 , 
u,u
n,n
d,d
o,o
n,n
e,e
",",;
 , 
a,a
n,n
d,d
 , 
c,c
a,a
n,n
 , 
b,b
e,e
 , 
o,o
f,f
 ,<DEL>
n,n
o,o
 , 
r,r
e,e
a,a
l,l
 , 
a,a
d,d
v,v
a,a
n,n
t,t
a,a
g,g
e,e
 , 
t,t
o,o
 , 
y,y
o,o
u,u
r,r
s,s
e,e
l,l
f,f
 , 
o,o
r,r
 , 
a,a
n,n
y,y
o,o
n,n
e,e
 , 
e,e
l,l
s,s
e,e
?,?
”,""""
 , 
“,""""
N,N
a,a
y,y
",",","
”,<DEL>
 , 
c,c
r,r
i,i
e,e
d,d
 , 
B,B
i,i
n,n
g,g
l,l
e,e
y,y
<INS>, 
",",","
 , 
“,""""
t,t
h,h
i,i
s,s
 , 
i,i
s,s
 , 
t,t
o,o
o,o
z,<DEL>
a,<DEL>
 ,<DEL>
t,t
ě,ě
c,c
h,h
 , 
n,n
ě,ě
k,k
o,o
l,l
i,i
k,k
 , 
z,z
t,t
r,r
a,a
c,c
e,e
n,n
ý,ý
c,c
h,h
 , 
d,d
n,n
ů,ů
",",","
 , 
k,k
d,d
y,y
 , 
n,n
e,e
z,z
n,n
a,a
l,l
 , 
n,n
i,i
c,c
 , 
n,n
e,e
ž,ž
 , 
s,s
v,v
o,o
u,u
 , 
v,v
l,l
a,a
s,s
t,t
n,n
í,í
 , 
b,b
o,o
l,l
e,e
s,s
t,t
.,.
 , 
R,R
á,á
z,z
e,e
m,m
 , 
b,b
y,y
l,l
 , 
z,z
 , 
n,n
ě,ě
h,h
o,o
 , 
z,z
a,a
s,s
e,e
 , 
t,t
e,e
n,n
 , 
k,k
l,l
i,i
d,d
n,n
ý,ý
 , 
a,<DEL>
 ,<DEL>
r,r
o,o
z,z
v,v
á,á
ž,ž
n,n
ý,ý
 , 
v,v
e,e
l,l
i,i
t,t
e,e
l,l
",",;
 , 
k,k
t,t
e,e
r,r
ý,ý
 , 
v,v
ě,ě
d,d
ě,ě
l,l
",",","
 , 
c,c
o,o
 , 
c,c
h,h
c,c
e,e
 , 
a,a
 , 
j,j
a,a
k,k
 , 
t,t
o,o
h,h
o,o
 , 
d,d
o,o
s,s
á,á
h,h
n,n
o,o
u,u
t,t
<INS>, 
.,.
 , 
C,C
h,h
l,l
a,a
p,p
c,c
i,i
 , 
m,m
ě,ě
l,l
i,i
 , 
r,r
a,a
d,d
o,o
s,s
t,t
 , 
z,z
 , 
t,t
é,é
t,t
o,o
 , 
n,n
á,á
h,h
l,l
é,é
 , 
z,z
m,m
ě,ě
n,n
y,y
.,.
 , 
N,N
ě,ě
k,k
o,o
l,l
i,i
k,k
a,a
d,d
e,e
n,n
n,n
í,í
t,t
a,a
m,m
 , 
p,p
l,l
n,n
o,o
 , 
l,<DEL>
i,<DEL>
d,<DEL>
u,<DEL>
",",<DEL>
 ,<DEL>
p,p
o,o
l,l
i,i
c,c
i,i
e,e
.,_
 , 
J,J
d,d
u,u
 , 
k,k
e,e
 , 
k,k
m,m
o,o
t,t
ř,ř
e,e
:,:
 , 
Z,Z
a,a
v,v
o,o
l,l
 , 
L,L
u,u
i,i
z,z
u,u
!,!
 , 
č,č
e,e
k,k
á,á
m,m
 , 
s,s
o,o
t,t
v,v
a,a
 , 
c,c
h,h
v,v
i,i
l,l
e,e
n,n
k,k
u,u
 , 
a,a
 , 
R,R
u,u
s,s
o,o
v,v
é,é
 , 
p,p
ř,ř
e,e
z,z
ý,ý
v,v
a,a
j,j
í,í
 , 
N,N
ě,ě
m,m
c,c
e,e
 , 
k,k
l,l
o,o
b,b
á,á
s,s
n,n
í,í
k,k
y,y
",",","
 , 
p,p
o,o
n,n
ě,ě
v,v
a,a
d,d
ž,ž
 , 
u,u
z,z
e,e
n,n
á,á
ř,ř
s,s
t,t
v,v
í,í
 , 
j,j
e,e
 , 
n,n
a,a
 , 
R,R
u,u
s,s
i,i
 , 
r,r
o,o
z,z
š,š
í,í
ř,ř
e,e
n,n
o,o
 , 
h,h
l,l
a,a
v,v
n,n
ě,ě
 , 
m,m
e,e
z,z
i,i
 , 
N,N
ě,ě
m,m
c,c
i,i
.,_
 , 
u,u
ž,ž
 , 
v,v
i,i
d,d
í,í
m,m
",",","
 , 
j,j
a,a
k,k
<INS>, 
<INS>,l
<INS>,i
<INS>,d
<INS>,u
<INS>,","
n,n
e,e
m,m
o,o
c,c
n,n
i,i
c,c
e,e
 , 
j,j
e,e
d,d
i,i
n,n
ě,ě
 , 
p,p
r,r
 , 
a,a
b,b
y,y
c,c
h,h
 , 
n,n
e,e
b,b
y,y
l,l
 , 
v,v
 , 
k,k
á,á
z,z
n,n
i,i
c,c
i,i
 , 
j,j
e,e
n,n
 , 
a,a
b,b
y,y
c,c
h,h
 , 
s,s
e,e
 , 
z,z
b,b
a,a
v,v
i,i
l,l
 , 
t,t
é,é
 , 
ú,ú
p,p
o,o
r,r
n,n
é,é
",",","
 , 
n,n
i,i
č,č
í,í
m,m
 , 
n,n
e,e
s,s
m,m
i,i
ř,ř
i,i
t,t
e,e
l,l
n,n
é,é
 , 
v,v
š,š
e,e
o,o
b,b
e,e
c,c
 , 
n,n
e,e
n,n
á,á
v,v
i,i
s,s
t,t
i,i
.,<DEL>
 , 
„,<DEL>
V,V
y,y
 , 
j,j
s,s
t,t
e,e
 , 
o,o
c,c
e,e
l,l
o,o
v,v
é,é
 , 
z,z
o,o
b,b
á,á
k,k
y,y
",",","
 , 
v,v
y,y
 ,<DEL>
j,j
s,s
t,t
p,p
ř,ř
e,e
p,p
a,a
d,d
l,l
 , 
t,t
a,a
k,k
 , 
p,p
o,o
z,z
 , 
o,o
m,m
l,l
o,o
u,u
v,v
a,a
l,l
 , 
s,s
e,e
 , 
p,p
ř,ř
i,i
 , 
k,k
t,t
e,e
r,r
o,o
u,u
 , 
m,m
u,u
 , 
n,n
a,a
r,r
y,y
c,c
 , 
p,p
ř,ř
i,i
p,p
r,r
a,a
v,v
i,i
l,l
a,a
 , 
p,p
a,a
n,n
í,í
 , 
Č,Č
e,e
r,r
m,m
á,á
k,k
