Truth,Pred
o,o
d,d
n,n
ě,ě
 , 
š,š
t,t
ě,ě
s,s
t,t
í,í
.,.
 , 
S,S
e,e
s,s
k,k
w,w
h,h
i,i
l,l
e,e
 , 
h,h
e,e
 , 
r,r
e,e
t,t
a,a
i,i
n,n
s,s
 , 
t,t
h,h
e,e
 , 
u,u
s,s
e,e
 , 
o,o
f,f
 ,<DEL>
h,h
i,i
s,s
 , 
r,r
e,e
a,a
s,s
o,o
n,n
.,.
 , 
B,B
u,u
t,t
 , 
y,y
o,o
u,u
r,r
 , 
a,a
r,r
t,t
s,s
 , 
a,a
n,n
d,d
 , 
a,a
l,l
l,l
u,u
r,r
e,e
m,m
e,e
n,n
t,t
s,s
 , 
m,m
a,a
y,y
",",","
 , 
i,i
n,n
 , 
a,a
 ,<DEL>
m,m
o,o
m,m
e,e
n,n
t,t
 , 
o,o
f,f
 , 
i,i
n,n
f,f
a,a
t,t
u,u
a,a
t,t
i,i
o,o
n,n
",",","
 , 
h,h
a,a
v,v
e,e
 , 
m,m
a,a
d,d
e,e
 , 
h,h
i,i
m,m
 , 
f,f
o,o
r,r
g,g
e,e
t,t
 , 
w,w
h,h
a,a
t,t
 , 
h,h
e,e
 , 
o,o
w,w
e,e
s,s
 , 
t,t
o,o
 , 
h,h
i,i
m,m
s,s
e,e
l,l
f,f
 , 
a,a
n,n
d,d
 , 
t,t
o,o
 , 
a,a
l,l
l,l
 ,<DEL>
h,h
i,i
s,s
 , 
f,f
a,a
m,m
i,i
l,l
y,y
.,.
 , 
Y,Y
o,o
u,u
 , 
m,m
a,a
y,y
 , 
h,h
a,a
v,v
e,e
 , 
d,d
r,r
a,a
w,w
n,n
 , 
h,h
i,i
m,m
 , 
i,i
n,n
.,.
”,”
 , 
“,‘
I,T
f,f
 ,<DEL>
I,<DEL>
 , 
h,h
a,a
v,v
e,e
",",","
 , 
I,I
 , 
s,s
h,h
a,a
l,l
l,l
 , 
b,b
e,e
 , 
t,t
h,h
e,e
 , 
l,l
a,a
s,s
t,t
h,h
o,o
d,d
i,i
n,n
k,k
a,a
 , 
c,c
e,e
s,s
t,t
y,y
 , 
a,a
 , 
s,s
t,t
á,á
l,l
e,e
 , 
 ,„
j,j
d,d
e,e
 , 
l,l
e,e
s,s
e,e
m,m
",",","
 , 
t,t
a,a
k,k
ž,ž
e,e
 , 
t,t
a,a
m,m
 , 
 ,<DEL>
n,n
e,e
h,h
r,r
o,o
z,z
í,í
 , 
n,n
e,e
b,b
e,e
z,z
p,p
e,e
č,č
í,í
.,.
 , 
V,V
z,z
 , 
s,s
i,i
 , 
j,j
í,í
d,d
l,l
a,a
 , 
n,n
a,a
 , 
c,c
e,e
l,l
ý,ý
 , 
d,d
e,e
n,n
 , 
a,a
 , 
v,v
y,y
š,š
l,l
i,i
.,.
 , 
A,A
 , 
t,t
y,y
 , 
t,t
u,u
 , 
h,h
o,o
s,s
p,p
o,o
d,d
a,a
 , 
s,s
a,a
m,m
a,a
",",","
 , 
l,l
o,o
u,u
č,č
i,i
l,l
 , 
s,s
e,e
 , 
S,S
p,p
ě,ě
c,c
h,h
 , 
M,M
i,i
l,l
a,a
d,d
o,o
u,u
.,.
 , 
M,M
y,y
 , 
s,s
e,e
 , 
v,v
r,r
á,á
t,t
í,í
<INS>, 
<INS>,","
 , 
o,o
k,k
o,o
l,l
o,o
 , 
š,š
e,e
s,s
t,t
é,é
 , 
h,h
o,o
d,d
i,i
n,n
y,y
.,.
 , 
D,D
o,o
b,b
ř,ř
e,e
",",","
 , 
t,t
a,a
t,t
í,í
n,n
k,k
u,u
.,.
h,h
e,e
r,r
 , 
m,m
o,o
t,t
h,h
e,e
r,r
.,.
 , 
A,A
s,s
 , 
f,f
o,o
r,r
 , 
t,t
h,h
e,e
 , 
g,g
e,e
n,n
t,t
l,l
e,e
m,m
a,a
n,n
 , 
h,h
i,i
m,m
s,s
e,e
l,l
f,f
",",<DEL>
 , 
h,h
i,i
s,s
 , 
f,f
e,e
e,e
l,l
i,i
n,n
g,g
s,s
 , 
w,w
e,e
r,r
e,e
 , 
c,c
h,h
i,i
e,e
f,f
l,l
y,y
 , 
e,e
x,x
p,p
r,r
e,e
s,s
s,s
e,e
d,d
",",","
 , 
n,n
o,o
t,t
 , 
b,b
y,y
 , 
e,e
m,m
b,b
a,a
r,r
r,r
a,a
s,s
s,s
m,m
e,e
n,n
t,t
 , 
o,o
r,r
 , 
d,d
e,e
j,j
e,e
c,c
t,t
i,i
o,o
n,n
",",","
 , 
o,o
r,r
 , 
b,b
y,y
 , 
t,t
r,r
y,y
i,i
n,n
g,g
 , 
t,t
o,o
 , 
a,a
v,v
o,o
i,i
d,d
 , 
h,h
e,e
r,r
",",","
 , 
b,b
u,u
t,t
 , 
b,b
y,y
 , 
s,s
t,t
i,i
f,f
f,f
n,n
e,e
s,s
s,s
 , 
o,o
f,f
 , 
m,m
a,a
n,n
n,n
e,e
r,r
 , 
a,a
n,n
d,d
 , 
r,r
e,e
s,s
e,e
n,n
t,t
f,f
u,u
l,l
 , 
s,s
i,i
l,l
e,e
n,n
c,c
e,e
.,.
 , 
H,H
e,e
l,l
e,e
t,t
t,t
e,e
r,r
 , 
f,f
r,r
o,o
m,m
 , 
h,h
i,i
m,m
",",","
 , 
h,h
a,a
d,d
 , 
e,e
n,n
d,d
e,e
d,d
 , 
i,i
n,n
 , 
n,n
o,o
t,t
h,h
i,i
n,n
g,g
.,.
 , 
E,E
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
 , 
h,h
a,a
d,d
 , 
r,r
e,e
c,c
e,e
i,i
v,v
e,e
d,d
 , 
n,n
o,o
n,n
e,e
 , 
s,s
i,i
n,n
c,c
e,e
 , 
h,h
e,e
r,r
 , 
r,r
e,e
t,t
u,u
r,r
n,n
",",","
 , 
t,t
h,h
a,a
t,t
 , 
c,c
o,o
u,u
l,l
d,d
 , 
c,c
o,o
m,m
e,e
 , 
f,f
r,r
o,o
m,m
 , 
P,P
e,e
m,m
b,b
e,e
r,r
l,l
e,e
y,y
.,.
 , 
T,T
h,h
e,e
 , 
p,p
r,r
e,e
s,s
e,e
n,n
t,t
 , 
u,u
n,n
h,h
a,a
p,p
p,p
y,y
 , 
s,s
t,t
a,a
t,t
e,e
 , 
o,o
f,f
 , 
t,t
h,h
e,e
 , 
f,f
a,a
m,m
i,i
l,l
y,y
 , 
r,r
e,e
n,n
d,d
e,e
r,r
e,e
d,d
 , 
a,a
n,n
y,y
 , 
o,o
t,t
h,h
e,e
r,r
 , 
e,e
x,x
c,c
u,u
s,s
e,e
 , 
f,f
o,o
r,r
 , 
t,t
h,h
e,e
 , 
l,l
o,o
w,w
n,n
e,e
s,s
s,s
 , 
o,o
f,f
 , 
h,h
e,e
r,r
 , 
s,s
p,p
i,i
r,r
i,i
t,t
s,s
 , 
u,u
n,n
n,n
e,e
c,c
e,e
s,s
s,s
a,a
r,r
y,y
;,;
i,i
m,m
p,p
r,r
o,o
v,v
i,i
z,z
o,o
v,v
a,a
n,n
é,é
 , 
h,h
e,e
r,r
c,c
e,e
 , 
a,a
 , 
s,s
a,a
m,m
o,o
d,d
ě,ě
k,k
 , 
m,m
u,u
 , 
n,n
a,a
p,p
a,a
d,d
l,l
o,o
:,:
 , 
j,j
 , 
m,m
n,n
o,o
h,h
o,o
 , 
s,s
i,i
l,l
 , 
a,a
 , 
s,s
c,c
h,h
o,o
p,p
n,n
o,o
s,s
t,t
í,í
 , 
h,h
y,y
n,n
e,e
 , 
u,u
 , 
n,n
á,á
s,s
 , 
v,v
 , 
R,R
u,u
s,s
k,k
u,u
 , 
n,n
ě,ě
k,k
 , 
s,s
k,k
o,o
r,r
o,o
 , 
z,z
c,c
e,e
l,l
a,a
 , 
n,n
a,a
d,d
a,a
r,r
m,m
o,o
",",","
 , 
v,v
 , 
n,n
e,e
v,v
o,o
l,l
n,n
o,o
s,s
t,t
i,i
 , 
a,a
 , 
v,v
 , 
n,n
o,o
u,u
z,z
i,i
!,!
 , 
A,A
l,l
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
e,e
c,c
",",","
 , 
j,j
e,e
n,n
ž,ž
 , 
p,p
ř,ř
e,e
d,d
s,s
t,t
a,a
v,v
o,o
v,v
a,a
l,l
 , 
p,p
í,í
s,s
a,a
ř,ř
e,e
",",","
 , 
b,b
ý,ý
v,v
a,a
l,l
 , 
b,b
e,e
z,z
p,p
o,o
c,c
h,h
y,y
b,b
y,y
 , 
k,k
d,d
y,y
s,s
i,i
 , 
 ,<DEL>
v,v
e,e
n,n
k,k
o,o
v,v
s,s
k,k
é,é
m,m
 , 
n,n
e,e
b,b
o,o
 , 
n,n
ě,ě
j,j
a,a
k,k
s,s
p,p
o,o
k,k
e,e
n,n
 , 
w,w
i,i
t,t
h,h
 , 
s,s
u,u
c,c
h,h
 , 
g,g
e,e
n,n
t,t
l,l
e,e
n,n
e,e
s,s
s,s
 , 
a,a
s,s
 , 
o,o
n,n
 , 
t,t
h,h
i,i
s,s
 , 
u,u
n,n
e,e
x,x
p,p
e,e
c,c
t,t
e,e
d,d
 , 
m,m
e,e
e,e
t,t
i,i
n,n
g,g
.,.
 , 
W,W
h,h
a,a
t,t
 , 
a,a
 , 
c,c
o,o
n,n
t,t
r,r
a,a
s,s
t,t
 , 
d,d
i,i
d,d
 , 
i,i
t,t
 , 
o,o
f,f
f,f
e,e
r,r
 , 
<INS>, 
t,t
o,o
 , 
h,h
i,i
s,s
 , 
l,l
a,a
s,s
t,t
 , 
a,a
d,d
d,d
r,r
e,e
s,s
s,s
 , 
i,i
n,n
 , 
R,R
o,o
s,s
i,i
n,n
g,g
s,s
 , 
P,P
a,a
r,r
k,k
",",","
 , 
w,w
h,h
e,e
n,n
 , 
h,h
e,e
 , 
p,p
u,u
t,t
 , 
h,h
i,i
s,s
 , 
l,l
e,e
t,t
t,t
e,e
r,r
 , 
i,i
n,n
t,t
o,o
 , 
h,h
e,e
r,r
 , 
h,h
a,a
n,n
d,d
!,!
 , 
S,S
h,h
e,e
 , 
k,k
n,n
e,e
w,w
 , 
n,n
o,o
t,t
 , 
w,w
h,h
a,a
t,t
 , 
t,t
o,o
 , 
t,t
h,h
i,i
n,n
k,k
",",","
 , 
o,o
r,r
 , 
h,h
o,o
w,w
 , 
t,t
o,o
 , 
a,a
c,c
c,c
o,o
u,u
n,n
t,t
 , 
f,f
o,o
r,r
 , 
i,i
t,t
.,.
 , 
T,T
h,h
e,e
y,y
 , 
h,h
a,a
d,d
 , 
n,n
o,o
w,w
m,m
a,a
p,p
a,a
m,m
i,i
 , 
a,a
 , 
p,p
a,a
p,p
í,í
r,r
y,y
.,.
 , 
V,V
y,y
s,s
t,t
a,a
v,v
i,i
l,l
 , 
m,m
u,u
 , 
l,l
e,e
g,g
i,i
t,t
i,i
m,m
a,a
c,c
i,i
",",","
 , 
n,n
a,a
 , 
n,n
í,í
ž,ž
 , 
m,m
ě,ě
l,l
 , 
p,p
o,o
t,t
v,v
r,r
z,z
e,e
n,n
o,o
",",","
 , 
ž,ž
e,e
 , 
b,b
y,y
l,l
 , 
j,j
m,m
e,e
n,n
o,o
v,v
á,á
n,n
 , 
v,v
e,e
l,l
i,i
t,t
e,e
l,l
e,e
m,m
 , 
b,b
o,o
j,j
o,o
v,v
é,é
 , 
p,p
a,a
r,r
t,t
y,y
z,z
á,á
n,n
s,s
k,k
é,é
 , 
s,s
k,k
u,u
p,p
i,i
n,n
y,y
 , 
H,H
o,o
š,š
ť,ť
á,á
l,l
k,k
o,o
v,v
á,á
.,.
 , 
A,A
 , 
t,t
o,o
t,t
o,o
 , 
m,m
á,á
š,š
 , 
o,o
d,d
e,e
 , 
m,m
n,n
e,e
 , 
n,n
a,a
 , 
p,p
a,a
m,m
á,á
t,t
k,k
u,u
.,.
 , 
K,K
o,o
m,m
i,i
s,s
a,a
ř,ř
 , 
Š,Š
t,t
ě,ě
p,p
á,á
n,n
o,o
v,v
 , 
s,s
e,e
 , 
s,s
k,k
l,l
o,o
n,n
i,i
l,l
 , 
a,a
 , 
v,v
y,y
t,t
á,á
h,h
l,l
 , 
z,z
p,p
o,o
d,d
 , 
s,s
t,t
o,o
l,l
u,u
 , 
s,s
a,a
m,m
o,o
p,p
a,a
l,l
.,.
 , 
J,J
i,i
s,s
t,t
ě,ě
 , 
t,t
i,i
d,d
o,o
 , 
k,k
o,o
n,n
c,c
e,e
 , 
n,n
e,e
 , 
l,l
e,e
n,n
i,i
v,v
é,é
",",","
 , 
<INS>, 
k,k
t,t
e,e
r,r
ý,ý
m,m
 , 
j,j
e,e
s,s
t,t
 , 
o,o
s,s
u,u
d,d
e,e
m,m
 , 
<INS>, 
p,p
ř,ř
e,e
d,d
u,u
r,r
č,č
e,e
n,n
o,o
",",","
 , 
ž,ž
e,e
 , 
n,n
a,a
 , 
v,v
ě,ě
k,k
y,y
 , 
v,v
ě,ě
č,č
n,n
é,é
 , 
z,z
ů,ů
s,s
t,t
a,a
n,n
o,o
u,u
 , 
ž,ž
e,e
b,b
r,r
á,á
k,k
y,y
.,.
 , 
V,V
ž,ž
d,d
y,y
c,c
k,k
y,y
 , 
z,z
ů,ů
s,s
t,t
a,a
n,n
o,o
u,u
 , 
p,p
o,o
d,d
r,r
u,u
h,h
y,y
",",","
 , 
v,v
ž,ž
d,d
y,y
 , 
b,b
u,u
d,d
o,o
u,u
 , 
o,o
t,t
r,r
h,h
a,a
n,n
í,í
",",","
 , 
v,v
ž,ž
d,d
y,y
c,c
k,k
y,y
 , 
b,b
u,u
d,d
o,o
u,u
 , 
v,v
y,y
h,h
l,l
í,í
ž,ž
e,e
t,t
i,i
 , 
j,j
a,a
k,k
o,o
 , 
z,z
a,a
k,k
ř,ř
i,i
k,k
n,n
u,u
t,t
í,í
 , 
a,a
 , 
<INS>, 
s,s
t,t
í,í
s,s
n,n
ě,ě
n,n
í,í
 , 
a,a
 , 
p,p
o,o
v,v
ž,ž
d,d
y,y
 , 
b,b
u,u
d,d
o,o
u,u
 , 
u,u
<INS>, 
 , 
n,n
ě,ě
k,k
o,o
h,h
o,o
 , 
v,v
e,e
 , 
s,s
l,l
u,u
ž,ž
b,b
á,á
c,c
h,h
",",","
 , 
b,b
u,u
d,d
o,o
u,u
T,T
a,a
k,k
 , 
b,b
ě,ě
h,h
a,a
j,j
í,í
 , 
p,p
o,o
 , 
c,c
e,e
l,l
ý,ý
 , 
s,s
 , 
m,m
í,í
s,s
t,t
a,a
 , 
n,n
a,a
 , 
m,m
í,í
s,s
t,t
o,o
",",","
 , 
 ,<DEL>
s,s
i,i
 , 
n,n
e,e
n,n
a,a
j,j
d,d
o,o
u,u
 , 
z,z
a,a
m,m
ě,ě
 , 
j,j
e,e
ž,ž
 , 
b,b
y,y
 , 
j,j
i,i
m,m
 , 
ú,ú
p,p
l,l
n,n
ě,ě
 , 
v,v
y,y
h,h
o,o
v,v
o,o
v,v
a,a
l,l
o,o
.,.
 , 
B,B
u,u
d,d
é,é
-,-
 , 
s,s
t,t
á,á
t,t
i,i
 , 
h,h
l,l
a,a
v,v
u,u
",",","
 , 
n,n
a,a
 , 
t,t
o,o
 , 
n,n
e,e
s,s
e,e
j,j
d,d
e,e
.,.
 , 
D,D
i,i
v,v
í,í
v,v
a,a
l,l
 , 
j,j
s,s
f,f
e,e
e,e
l,l
i,i
n,n
g,g
s,s
 , 
w,w
h,h
i,i
c,c
h,h
 , 
w,w
o,o
u,u
l,l
d,d
 , 
n,n
 , 
h,h
a,a
v,v
e,e
 , 
p,p
r,r
o,o
m,m
o,o
t,t
e,e
d,d
 , 
i,i
t,t
s,s
 , 
c,c
o,o
n,n
t,t
i,i
n,n
u,u
a,a
n,n
c,c
e,e
",",","
 , 
a,a
n,n
d,d
 , 
w,w
o,o
u,u
l,l
d,d
 , 
f,f
o,o
r,r
m,m
e,e
r,r
l,l
y,y
 , 
h,h
a,a
v,v
e,e
 , 
r,r
e,e
j,j
o,o
i,i
c,c
e,e
d,d
 , 
i,i
 , 
i,i
t,t
s,s
 , 
t,t
e,e
r,r
m,m
i,i
n,n
a,a
t,t
i,i
o,o
n,n
.,.
 , 
I,I
f,f
 , 
g,g
r,r
a,a
t,t
i,i
t,t
u,u
d,d
e,e
 , 
a,a
n,n
d,d
 , 
e,e
s,s
t,t
e,e
e,e
m,m
 , 
a,a
r,r
 , 
g,g
o,o
o,o
d,d
 , 
f,f
o,o
u,u
n,n
d,d
a,a
t,t
i,i
o,o
n,n
s,s
 , 
o,o
f,f
 , 
a,a
f,f
f,f
e,e
c,c
t,t
i,i
o,o
n,n
",",","
 , 
E,E
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
’,’
s,s
s,s
o,o
m,m
e,e
t,t
i,i
m,m
e,e
s,s
 , 
a,a
 , 
d,d
i,i
s,s
a,a
d,d
v,v
a,a
n,n
t,t
a,a
g,g
e,e
 , 
t,t
o,o
 , 
b,b
e,e
 , 
s,s
o,o
 , 
v,v
e,e
r,r
y,y
 , 
g,g
u,u
a,a
r,r
d,d
e,e
d,d
.,.
 , 
I,I
f,F
 , 
a,a
 , 
w,w
o,o
m,m
a,a
n,n
 , 
c,c
o,o
n,n
c,c
e,e
a,a
l,l
s,s
 , 
h,h
e,e
r,r
 , 
a,a
f,f
f,f
e,e
c,c
t,t
i,i
o,o
n,n
 , 
w,w
i,i
t,t
h,h
 , 
t,t
h,h
e,e
 , 
s,s
a,a
m,m
e,e
 , 
s,s
k,k
i,i
l,l
l,l
 , 
f,f
r,r
o,o
m,m
 , 
t,t
h,h
e,e
 , 
o,o
b,b
j,j
e,e
c,c
t,t
 , 
o,o
f,f
 , 
<INS>, 
i,i
t,t
",",","
 , 
s,s
h,h
e,e
 , 
m,m
a,a
y,y
 , 
l,l
o,o
s,s
e,e
 , 
t,t
h,h
e,e
 , 
<INS>,(
o,o
p,p
p,p
o,o
r,r
t,t
u,u
n,n
i,i
t,t
y,y
 , 
o,o
f,f
 , 
f,f
i,i
x,x
i,i
n,n
g,g
 , 
h,h
i,i
m,m
;,;
 , 
a,a
n,n
d,d
 , 
i,i
t,t
 , 
w,w
i,i
l,l
l,l
 , 
t,t
h,h
e,e
n,n
 , 
b,b
e,e
 , 
<INS>,‘
b,b
u,u
t,t
 , 
p,p
o,o
o,o
r,r
 , 
c,c
o,o
n,n
s,s
o,o
l,l
a,a
t,t
i,i
o,o
n,n
 , 
t,t
o,o
 , 
b,b
e,e
l,l
i,i
e,e
v,v
e,e
 , 
t,t
h,h
e,e
 , 
w,w
o,o
r,r
l,l
d,d
 , 
e,e
q,q
u,u
a,a
l,l
l,l
y,y
v,v
e,e
d,d
e,e
n,n
a,a
 , 
k,k
 , 
ř,ř
í,í
š,š
s,s
k,k
é,é
 , 
m,m
y,y
š,š
l,l
e,e
n,n
c,c
 , 
P,P
ř,ř
i,i
 , 
n,n
a,a
ř,ř
í,í
z,z
e,e
n,n
ý,ý
c,c
h,h
 , 
o,o
s,s
l,l
a,a
v,v
á,á
c,c
h,h
 , 
ř,ř
e,e
d,d
i,i
t,t
e,e
l,l
é,é
 , 
š,š
k,k
o,o
l,l
 , 
č,č
e,e
t,t
l,l
i,i
 , 
ž,ž
á,á
k,k
ů,ů
m,m
 , 
s,s
u,u
c,c
h,h
ý,ý
m,m
 , 
a,a
 , 
v,v
y,y
p,p
r,r
a,a
h,h
l,l
ý,ý
m,m
 , 
h,h
l,l
a,a
 , 
l,l
i,i
s,s
t,t
i,i
n,n
u,u
",",","
 , 
k,k
t,t
e,e
r,r
o,o
u,u
 , 
j,j
i,i
m,m
 , 
ú,ú
ř,ř
a,a
d,d
y,y
 , 
p,p
r,r
o,o
 , 
j,j
i,i
s,s
t,t
o,o
t,t
u,u
 , 
d,d
o,o
d,d
a,a
l,l
y,y
 , 
s,s
a,a
m,m
y,y
.,.
 , 
M,M
l,l
á,á
d,d
e,e
ž,ž
 , 
s,s
e,e
 , 
p,p
ř,ř
i,i
 , 
t,t
o,o
m,m
 , 
b,b
a,a
v,v
i,i
l,l
a,a
 , 
-,-
-,-
 , 
z,z
v,v
l,l
á,á
š,š
t,t
ě,ě
 , 
p,p
ř,ř
i,i
 , 
r,r
o,o
z,z
h,h
l,l
a,a
s,s
o,o
v,v
ý,ý
c,c
h,h
 , 
p,p
r,r
o,o
j,j
e,e
v,v
e,e
c,c
h,h
 , 
 ,<DEL>
n,n
e,e
b,b
o,o
 , 
s,s
e,e
 , 
d,d
o,o
c,c
e,e
l,l
a,a
 , 
n,n
e,e
p,p
o,o
k,k
r,r
y,y
t,t
k,k
d,d
e,e
 , 
z,z
ů,ů
s,s
t,t
a,a
l,l
i,i
 , 
j,j
e,e
h,h
o,o
 , 
d,d
r,r
u,u
h,h
 , 
T,T
a,a
m,m
 , 
j,j
e,e
 , 
p,p
r,r
u,u
d,d
k,k
ý,ý
 , 
b,b
o,o
j,j
.,.
 , 
K,K
 , 
 ,<DEL>
p,p
o,o
d,d
n,n
i,i
k,k
l,l
i,i
 , 
N,N
ě,ě
m,m
c,c
i,i
 , 
p,p
o,o
s,s
l,l
e,e
d,d
 , 
ú,ú
t,t
o,o
k,k
.,.
 , 
V,V
y,y
n,n
a,a
l,l
o,o
ž,ž
i,i
l,l
i,i
 , 
v,v
š,š
e,e
c,c
h,h
 , 
ú,ú
s,s
i,i
l,l
í,í
",",","
 , 
a,a
b,b
y,y
 , 
z,z
d,d
o,o
l,l
a,a
l,l
i,i
 , 
t,t
v,v
r,r
d,d
o,o
š,š
í,í
j,j
n,n
ý,ý
 , 
o,o
d,d
p,p
o,o
r,r
 , 
t,t
ě,ě
c,c
h,h
",",","
 , 
j,j
i,i
m,m
ž,ž
 , 
v,v
 , 
s,s
v,v
é,é
 , 
p,p
ý,ý
š,š
e,e
 , 
ř,ř
í,í
k,k
a,a
l,l
i,i
 , 
p,p
o,o
s,s
m,m
ě,ě
š,š
n,n
ě,ě
 , 
b,b
a,a
n,n
d,d
i,i
t,t
é,é
.,.
 , 
P,P
a,a
r,r
t,t
y,y
z,z
á,á
n,n
i,i
 , 
s,s
e,e
 , 
s,s
t,t
a,a
t,t
e,e
č,č
n,n
é,é
z,z
n,n
i,i
č,č
í,í
",",","
 , 
n,n
ý,ý
b,b
r,r
ž,ž
 , 
n,n
a,a
 , 
t,t
o,o
m,m
",",","
 , 
o,o
č,č
 , 
j,j
e,e
 , 
o,o
c,c
h,h
u,u
z,z
e,e
n,n
a,a
 , 
a,a
 , 
z,z
e,e
s,s
l,l
a,a
b,b
e,e
n,n
a,a
 , 
f,f
r,r
o,o
n,n
t,t
a,a
.,.
 , 
T,T
o,o
ž,ž
 , 
t,t
a,a
k,k
 , 
t,t
o,o
 , 
j,j
e,e
",",","
 , 
p,p
o,o
k,k
y,y
v,v
o,o
v,v
a,a
l,l
a,a
 , 
h,h
l,l
a,a
v,v
o,o
u,u
 , 
t,t
e,e
t,t
i,i
č,č
k,k
a,a
.,.
 , 
A,A
n,n
o,o
",",","
 , 
t,t
a,a
k,k
 , 
j,j
e,e
 , 
t,t
o,o
",",","
 , 
p,p
o,o
k,k
r,r
a,a
č,č
o,o
v,v
a,a
l,l
 , 
r,r
o,o
z,z
o,o
h,h
n,n
ě,ě
n,n
ý,ý
 , 
S,S
l,l
á,á
v,v
e,e
k,k
.,.
 , 
A,A
l,l
e,e
 , 
t,t
o,o
 , 
j,j
e,e
š,š
t,t
ě,ě
 , 
n,n
e,e
n,n
í,í
 , 
v,v
š,š
e,e
c,c
h,h
n,n
o,o
.,.
 , 
C,C
o,o
 , 
j,j
e,e
š,š
t,t
ě,ě
?,?
 , 
T,T
í,i
m,m
",",","
 , 
ž,Z
e,e
 , 
j,j
e,e
 , 
c,c
e,e
l,l
é,é
 , 
z,z
á,á
z,z
e,e
m,m
í,í
 , 
z,z
n,n
e,e
k,k
l,l
i,i
d,d
ň,ň
o,o
v,v
á,á
n,n
o,o
",",","
 , 
ž,ž
e,e
 , 
j,j
e,e
 , 
j,j
a,a
k,k
o,o
z,z
a,a
v,v
e,e
d,d
e,e
n,n
 , 
s,s
c,c
h,h
v,v
á,á
l,l
n,n
ě,ě
 , 
j,j
e,e
n,n
 , 
p,p
r,r
o,o
 , 
p,p
o,o
t,t
r,r
e,e
s,s
t,t
á,á
n,n
í,í
.,.
 , 
R,R
o,o
z,z
u,u
m,m
í,í
 , 
s,s
e,e
",",","
 , 
ž,ž
e,e
 , 
b,b
y,y
 , 
t,t
o,o
 , 
b,b
y,y
l,l
a,a
 , 
s,s
 , 
m,m
é,é
 , 
s,s
t,t
r,r
a,a
n,n
y,y
 , 
n,n
e,e
s,s
m,m
y,y
s,s
l,l
n,n
á,á
 , 
p,p
o,o
m,m
l,l
u,u
v,v
a,a
.,.
 , 
N,N
e,e
m,m
o,o
c,c
n,n
é,é
 , 
n,n
e,ě
n,n
í,í
 , 
p,p
r,r
o,o
č,č
 , 
t,t
r,r
e,e
s,s
t,t
a,a
t,t
i,i
.,l
 , 
D,D
ě,ě
j,j
e,e
-,-
l,l
i,i
 , 
s,s
e,e
 , 
t,t
a,a
k,k
 , 
p,p
ř,ř
e,e
c,c
e,e
",",","
 , 
r,r
o,o
z,z
u,u
m,m
í,í
 , 
s,s
e,e
 , 
s,s
a,a
m,m
o,o
 , 
<INS>, 
s,s
e,e
b,b
o,o
u,u
",",","
 , 
ž,ž
e,e
 , 
n,n
ě,ě
j,j
a,a
k,k
á,á
 , 
p,p
ř,ř
í,í
s,s
n,n
á,á
",",","
 , 
s,s
t,t
r,r
o,o
h,h
á,á
 , 
n,n
u,u
t,t
n,n
o,o
s,s
t,t
 , 
p,p
ř,ř
i,i
n,n
u,u
t,t
i,i
l,l
a,a
 , 
p,p
ř,ř
e,e
d,d
s,e
t,t
a,á
v,v
e,e
n,n
s,s
t,t
v,v
o,o
 , 
k,k
 , 
o,o
p,p
a,a
t,t
ř,ř
e,e
n,n
í,í
c,c
h,h
l,l
e,e
b,b
a,a
",",","
 , 
p,p
á,á
r,r
 , 
j,j
a,a
b,b
l,l
e,e
k,k
 , 
a,a
 , 
h,h
r,r
u,u
š,š
e,e
k,k
.,.
 , 
P,P
o,o
s,s
l,l
e,e
c,c
h,h
l,l
i,i
 , 
s,s
i,i
 , 
K,K
o,o
l,l
í,í
s,s
k,k
o,o
v,v
o,o
 , 
v,v
y,y
p,p
r,r
a,a
v,v
o,o
v,v
á,á
n,n
í,í
 , 
a,a
 , 
z,z
a,a
s,s
e,e
 , 
o,o
d,d
e,e
š,š
l,l
i,i
.,.
 , 
P,P
o,o
b,b
y,y
t,t
 , 
v,v
 , 
k,k
o,o
n,n
c,c
e,e
n,n
t,t
r,r
a,a
č,č
n,n
í,í
m,m
 , 
t,t
á,á
b,b
o,o
ř,ř
e,e
 , 
z,z
a,a
n,n
e,e
c,c
h,h
a,a
l,l
 , 
u,u
 , 
K,K
o,o
l,l
í,í
s,s
k,k
a,a
 , 
t,t
r,r
v,v
a,a
l,l
é,é
 , 
s,s
t,t
o,o
p,p
y,y
.,.
 , 
B,B
y,y
l,l
 , 
v,v
y,y
l,l
e,e
k,k
a,a
n,n
ý,y
",",","
 , 
d,d
o,o
s,s
t,t
r,r
a,a
š,š
e,e
n,n
ý,ý
",",","
 , 
p,p
ř,ř
i,i
 , 
k,k
a,a
ž,ž
d,d
é,é
m,m
 , 
z,z
v,v
u,u
k,k
u,u
 , 
v,v
y,y
s,s
k,k
a,a
k,k
o,o
v,v
a,a
l,l
",",","
 , 
v,v
š,š
e,e
c,c
h,h
n,n
 , 
h,h
o,o
 , 
r,r
o,o
z,z
r,r
u,u
š,š
o,o
v,v
a,a
l,l
o,o
.,.
 , 
S,S
n,n
a,a
d,d
 , 
t,t
o,o
 , 
s,s
l,l
e,e
